timestamp,open,high,low,close,volume
1672531200000,9.355,9.428,9.349,9.393,66532.27
1672534800000,9.392,9.394,9.302,9.31,46774.09
1672538400000,9.309,9.398,9.304,9.369,37199.56
1672542000000,9.369,9.392,9.349,9.383,19008.95
1672545600000,9.386,9.392,9.312,9.321,41644.77
1672549200000,9.322,9.367,9.311,9.359,24077.89
1672552800000,9.358,9.375,9.345,9.352,18028.17
1672556400000,9.354,9.393,9.338,9.38,37464.77
1672560000000,9.38,9.384,9.354,9.362,22553.02
1672563600000,9.359,9.399,9.351,9.398,20229.22
1672567200000,9.398,9.409,9.387,9.403,35707.73
1672570800000,9.401,9.425,9.383,9.397,26722.19
1672574400000,9.398,9.416,9.381,9.386,17661.93
1672578000000,9.389,9.393,9.36,9.373,21723.78
1672581600000,9.371,9.397,9.37,9.389,11868.24
1672585200000,9.391,9.423,9.379,9.415,29718.41
1672588800000,9.416,9.442,9.394,9.435,35070.98
1672592400000,9.435,9.461,9.415,9.415,41684.68
1672596000000,9.416,9.448,9.412,9.441,38431.68
1672599600000,9.443,9.479,9.442,9.452,55729.19
1672603200000,9.454,9.479,9.435,9.435,32706.2
1672606800000,9.436,9.446,9.406,9.439,36524.9
1672610400000,9.44,9.448,9.429,9.43,23005.74
1672614000000,9.43,9.473,9.43,9.462,29997.78
1672617600000,9.46,9.468,9.404,9.416,41121.41
1672621200000,9.417,9.504,9.383,9.432,121652.31
1672624800000,9.431,9.486,9.418,9.478,52485.68
1672628400000,9.478,9.697,9.47,9.631,218348.74
1672632000000,9.63,9.667,9.572,9.61,91730.64
1672635600000,9.612,9.686,9.611,9.682,89301.58
1672639200000,9.682,9.7,9.628,9.663,77848.44
1672642800000,9.664,9.997,9.659,9.888,475425.1
1672646400000,9.889,9.964,9.875,9.903,126659.02
1672650000000,9.904,9.972,9.877,9.886,107171.26
1672653600000,9.886,9.937,9.867,9.919,63937.74
1672657200000,9.919,10.055,9.919,9.975,157439.6
1672660800000,9.977,10.02,9.929,9.979,87668.98
1672664400000,9.98,9.984,9.888,9.919,87852.82
1672668000000,9.919,9.962,9.9,9.904,89119.31
1672671600000,9.907,9.928,9.871,9.908,84250.51
1672675200000,9.906,9.92,9.862,9.901,74210.14
1672678800000,9.902,9.958,9.899,9.937,72139.33
1672682400000,9.937,9.957,9.908,9.927,31262.44
1672686000000,9.927,9.939,9.873,9.891,60694.53
